company_id,company_name,report_year,source_file,category,keyword,search_variant,page_number,matched_text,context
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,"Fairness, bias and ethics",fairness,fairness,111,fairness,"le what we do, and are passionate inclusion in our transparency and businesses championing about leaving business, trust those and fairness we serve at innovation and using things better than we work with, and in all we do the centre our energy, expertise we found them value"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,AI and related technologies,automation,automation,123,automation,"mme and discussed its the operating environment and continued including how they are enabling process continued importance to delivering the colleague support. simplification and automation (including Group's strategy. using AI responsibly), and digitalising Furthermore, to provide ongoing focus"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,"Fairness, bias and ethics",fairness,fairness,165,fairness,", simple and transparent for all our as possible stakeholders. All employees and stakeholders should understand how we reward our employees, and fairness should be a lens through which we make remuneration decisions. Role of the Remuneration Committee in wider workforce remuneration The Committee considers the overarching obj"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,170,bias,"an employee, which includes any issues relating to pay We will continue to conduct our assurance activities to ensure that performance ratings and pay outcomes remain fair and free from bias"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,183,Machine Learning,"ion of cost reporting effectiveness and efficiency activities, with further potential to simplify and automate in the future. • Launched nine Artificial Intelligence and Machine Learning initiatives in the Group Finance function, delivering measurable benefits, with many more use cases in the pipeline. Oversee the effective • Group Finance continued to enha"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,211,machine learning,"ry Digital services and workplace tools must Office and LINK through our new Joint month, our fraud detection systems and be designed and developed to be easy to Venture Cash Access UK Ltd, extending machine learning models help detect in less see, hear, understand and use for all our network of Banking Hubs and shared than a second if it is likely to be a fraudster customers and colleagues, including cash deposit solutions"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,232,machine learning,"on situation, public business. generative and agentic artificial intelligence) (AI) and machine learning financial support will only be available to a In connection with disposals, the Group technologies relevant entity as a last resort after the may be required to continue to provide The use of rapidly e"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,238,bias,"an be highly cybersecurity regulation applicable to the technology integration and process issues sophisticated (e.g. leveraging deepfake and Group, refer to the Supervision and and programme bias in decision-making automation capabilities), and be regulation section. algorithms. Any of these risks could impair orchestrated by organised crime groups or"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,239,bias,"significant, as AI technologies give rise to internal (whether intentional or accidental) information, or that include AI bias, AI risk of bias, errors and hallucinations which security risks. Concerns regarding the hallucinations,"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,Human oversight,human oversight,human oversight,241,human oversight,"tomers, particularly those that are The Group must ensure that personal data outcomes and the absence or insufficiency vulnerable, are able to make well-informed is handled in a way that meets data privacy of human oversight (particularly relating to decisions on how best to use our financial laws, rules and regulations and the rights agentic AI). This could result in a significant services and understand the protections and ex"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,Governance and accountability,ethical AI,ethical AI,253,Ethical AI,"with regulations and relevant technical regulation risks. Barclays has no appetite • Define Ethical AI Principles to enable standards, following a risk-based approach for material breaches of LRR, or ethical, lawful, and appropriate use of AI. focusing on material modelling issues, Compliance Risk is"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,342,Generative AI,"customers is at the heart of these plans. further developed of approach to AI threat landscape and regulatory validation, including Generative AI, and Throughout 2025, Compliance Risks, expectations. During 2025, the financial design of associated governance including outcomes for our customers, crime principal risk was embedded, with"
001,Barclays plc,2025,001_barclays_plc_annual_report_2025.txt,Governance and accountability,responsible AI,responsible AI,355,Responsible AI,"ion laws. These reforms conduct automated scans or manual Consumer Protections In Interactions with included the expansion of the powers held reviews of information systems for AI Systems and the Texas Responsible AI by the Competition and Markets Authority vulnerability management, to implement Governance Act), while other states are (CMA), in relation to digital markets, policies governing access privileges and to f"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,AI,AI,7,AI,"offset by the significant momentum generated by AI capital expenditure and trade growth, and by the support provided by the ever-"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,AI,AI,8,AI,"Board at our 2026 AGM. I want to thank Ann growth, reaping the benefits of sizeable for her considerable contributions to the HSBC investments in AI, tax cuts and incentives, as Board. well as substantial deregulation. Against this backdrop, we believe that the"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,AI,AI,8,AI,"global trade is also set to grow, supported by the expansion of new trade corridors and the In November 2025, we published our updated boom in AI hardware demand. Inflation should Brendan Nelson Net Zero Transition Plan, setting out our continue drifting downward, although with"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,automation,automation,10,automation,"announced in 2024. We are modernising the bank through AI and a simple, more agile, automation to enhance customer experience, Taken together, the completed and announced focused bank built for increase productivity"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,13,artificial intelligence,"source of funding for us, and forms the Hongkong and Shanghai Banking Corporation foundation of our financial stability. Limited, HSBC UK and HSBC Bank plc. Improving operational excellence through artificial intelligence In 2025, we accelerated the adoption of tool, HSBC Productivity Suite, which helps colleagues, and drive performance. Through Generative AI (‘GenAI’) across HSBC, moving them to analyse and translate"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,13,Generative AI,"Bank plc. Improving operational excellence through artificial intelligence In 2025, we accelerated the adoption of tool, HSBC Productivity Suite, which helps colleagues, and drive performance. Through Generative AI (‘GenAI’) across HSBC, moving them to analyse and translate documents, 2026, we intend to expand enterprise-wide from experimentation to scaled delivery. summarise information and generate insights. adopt"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,large language model,large language model,13,large language model,"inue to prioritisestaff in their roles. Around the globe, around areas that matter most to our customers and GenAI solutions in use85% of our colleagues have access to our large language model-based productivity Our ambitions Revenue growth rising to 5% YoY Capital generation Our targets for 2026-2028 We are focused on growth opportunities Our business model is designed t"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,"Fairness, bias and ethics",fairness,fairness,35,fairness,"57 Building customer inclusion and resilience 57 Engaging with our communities Governance 58 Setting high standards of governance 59 Human rights 60 Customer experience 62 Integrity, conduct and fairness 64 Safeguarding data HSBC Holdings plc Annual Report and Accounts 2025 33 2"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,55,bias,"ce in average pay ethnicity pay gap was 9.8% (2024: 7.7%). have processes to review that remuneration is between these groups of people and the free from bias. We review our pay practices These gaps are primarily driven by workforce wider workforce, regardless of their role or r"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,Governance and accountability,AI ethics,AI ethics,58,AI ethics,"et future challenges. and their level of AI involvement. It provides comprehensive training on AI literacy, Establishing our leadership framework responsible AI, and AI ethics, with To support our refreshed strategy and participants earning badges to recognise their ambition, a cross-section of business leaders achievements. In 2025, we piloted the AI developed and launched a"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,Governance and accountability,responsible AI,responsible AI,58,responsible AI,"preparing them to meet future challenges. and their level of AI involvement. It provides comprehensive training on AI literacy, Establishing our leadership framework responsible AI, and AI ethics, with To support our refreshed strategy and participants earning badges to recognise their ambition, a cross-section of business leaders achievements. In 2025, we piloted the AI developed"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,61,Artificial Intelligence,"e human rights audits of suppliers HSBC’s Principles for the Ethical Use of Data 4,100 (a more than 15% increase since last and closed out findings from the 2024 audits. and Artificial Intelligence include how we seek year) survivors of modern slavery and human to respect the right to privacy while making trafficking in the UK.We use independent negative"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,"Fairness, bias and ethics",fairness,fairness,64,fairness,"Additional Governance Report statements information Governance Integrity, conduct and fairness Safeguarding the financial system We have continued our efforts to combat Our anti-bribery and corruption policy financial crime and reduce its impact on our We are required to comply with all applicable organis"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,104,Generative AI,"the importance of nature-related risks, as well as the fraud and protecting customers. The accessibility and increasing complex interactions and compounding effects of climate and nature- sophistication of Generative AI (‘GenAI’) can create additional financial related risk drivers. Nature-related risks may emerge when crime risks. While there is potential for the technology to support dependencies on natural capital – su"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,105,machine learning,"and analytics infrastructure Mitigating actions through investments in cloud technology, data visualisation, machine learning and AI. – We continue to monitor this emerging risk and advances in – We provide regular mandatory training globally to educate our technology, as well"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,106,machine learning,"k for transformative initiatives. Additionally, the HSBC Holdings Board provides enhanced oversight over the simplification Focus remains on AI and machine learning models given the rapid pace programme, directly supervising its mobilisation and delivery. of technological advances, including the development of GenAI and"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,183,machine learning,"nued enhancements to our framework for the independent We use a variety of modelling approaches, including regression, validation of models, including new GenAI techniques that are simulation, sampling, machine learning and judgemental scorecards for a becoming more widely used; and range of business applications. These activities include customer"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,191,artificial intelligence,businesses on digital transformation. developers and independent software – Independent non-executive vendors and artificial intelligence Director of Forrit Holdings Limited solutions. – Member of Advisory Board of
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,"Fairness, bias and ethics",fairness,fairness,211,fairness,"election and and exit management process. This work has ensured that the policies, – overseeing the Group’s approach to conduct, fairness and the controls and procedures relating to anti-money laundering, sanctions, prevention of financial crime."
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,automation,automation,216,automation,"– The GTO reviewed plans to further embed the operational resilience framework, implementation of strategic tooling, automation of manual controls and meeting regulatory requirements. – The GTO discussed challenges being encountered by the principal subsidiaries to meet market-"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,automation,automation,217,automation,"operational resilience across the organisation,– priority innovation initiatives, including AI and digital assets, given including further automation of manual controls. the rapidly evolving market; – execution of the holistic data strategy with a focus on future opportunities, including those enabled by AI; HSBC Holding"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,217,Generative AI,"Group Technology & Operations Committee Principal activities and significant issues considered during 2025 (continued) Area of focus Key issues Conclusions and actions Generative AI While GenAI will provide operational – The GTO reviewed and challenged strategies to leverage the opportunities presented by innovation and strategy efficiency, none of the use cases in new technolo"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,258,bias,"these methodologies when forecasting the extent and timing of future significant assumptions would give rise to indicators of possible customer defaults or when responding to emerging risks, such as management bias. climate risk. The focus of our assessment of the impact of climate risk In respect of the Hong Kong commercial real estate portfolio, we had on ECL was to evaluate management’s risk assessment process for ove"
002,HSBC Holdings plc,2025,002_hsbc_holdings_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,259,bias,"significant assumptions would give rise to indicators of possible – the discount rate; management bias; – short-to-medium term assumptions for operating income growth – attending certain meetings alongside management and BoCom rate, loans and advances"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,AI,AI,2,AI,"people, technology and data ...reinforcing competitive advantage... Market leader Cost and capital leader Digital and AI leader #1 in key markets, Efficient scale model, Largest UK digital enhancing growth building operating bank, leading across as an integrated leverage. De-risked emerging technologi"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,AI,AI,4,AI,"for 2025 for growth. At the heart of our transformation is digital innovation, bringing together transformative technologies and skilled people to Directors meet customer needs effectively. We are a digital and AI leader We regularly review the Board’s composition and diversity to ensure with distinct competitive advantages and have taken action to we maintain the right balance of skills, experience and perspectives enhan"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,AI,AI,6,AI,"bank, we continued to accelerate the shift Leveraging our enablers to drive long-term competitive strength to mobile-first. We now have c.21.5 million customers using our app, As highlighted in our recent Digital and AI seminar, our investment an increase of c.45% since 2021. Alongside, we recently announced in technology, data and people underpins our ambitions to grow the the acquisition of Curve (subject to regulatory approval)"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,14,artificial intelligence,"verview Competition remains intense with high street banks and Rapidly evolving technology landscape, accelerated building societies maintaining their focus on share growth, by developments in artificial intelligence and digital and building scale by consolidating smaller players. Alongside, transformation. These shifts are enabling new engagement neobanks and fintechs continue to gain momentum by models, in"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,26,artificial intelligence,"• The RMF provides tools for colleagues to make the capabilities and ensure the safe, responsible use of models and tools right decisions, balancing stakeholder needs, risks and such as artificial intelligence. trade-offs and encouraging a culture of intellectual curiosity, innovatio"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,29,machine learning,more transparent and informative reporting of model riskmeeting both internal and regulatory requirements to support the safe and strategic development of AI and machine learning applications within the Group. Investment in model risk management remains a priority for the Trend Group to further improve r
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,Governance and accountability,ethical AI,ethical AI,31,Ethical AI,• Emerging technologies AI’ programme to over 200 senior leaders • Evolution and scaling of AI • Implemented a data ethics framework and Ethical AI • Evolution of cybercrime framework within our Group data and model risk policies
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,31,generative AI,"• Blockchain and tokenisation • Regular updates on data and technology strategy, and deep • Cloud vulnerabilities dives completed on generative AI, cyber risk, technology risk technology, AI • Digital currencies and payments and economic crime prevention at relevant committees and cybercrime • Digital sovereignty •"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,40,Artificial intelligence,help them fulfil their ambitions delivering Our assessment has identified the following material topics: products in a responsible manner. Our operations are built around this management of capital for our • Artificial intelligence • Financial crime stakeholders requiring safeguarding of our customers’ money and • Biodiversity and nature • Financial inclusion data. We know our colleagues are the key ingredient
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,automation,automation,65,automation,"l investments to £81.3 billion, with the original target met at the end of 20241 • Industry leading Trustpilot scores of 4.5 stars for Scottish Widows and 4.7 for Lloyds Insurance, driven by increased investment in automation, AI adoption and training, following the completion of the migration of 4 million policies to modern infrastructure • More than 1.75 million digitally registered Scottish Widows customers, with the core app for workpla"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,77,generative AI,y updates for assessing customer experience outcomes • An update on workforce engagement activities during • An update on generative AI initiatives the year • A briefing on the proposed acquisition of Curve Key decisions/outcomes includ
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,80,generative AI,"since the offsite discussion in June, with a particular focus on the pace of development and impact of generative AI. June Topics discussed at the June offsite session included the complex external environment, its potential evolution beyond 2026 and key considerations for the Group. The Board also discussed the development of the Gro"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,Governance and accountability,AI ethics,AI ethics,83,AI ethics,"agriculture • Wider sustainability topics included: the Group’s treatment of vulnerable customers, generative AI deep dive which outlined the Group’s AI ethics principles and how use cases are overseen via the Data and AI Ethics Committee, economic crime deep dive and key drivers of people risk and mitigating action Audit"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,automation,automation,97,automation,"ear • supportingThe Committeestrategicrecognisedgrowththeplansprogress made on health, safety risks and premises risk, noting improved automation of controls and data insights. Further focus is required given increasing levels of verbal"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,AI and related technologies,automation,automation,207,automation,"s to develop in line In a limited number of areas, we adopted a non-controls reliance with the business strategy, such as the increase in the use approach and we therefore performed additional substantive of automation across the Group and increasing reliance on procedures. third parties; and • Importance of the IT controls in maintaining an effective control environment. A key interdependency exists between the ability to"
003,Lloyds Banking Group plc,2025,003_lloyds_banking_group_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,211,bias,"aud through management override of controls, testing the appropriateness of journal entries and other adjustments; • assessing whether the judgements made in making accounting estimates are indicative of a potential bias; and • evaluating the business rationale of any significant transactions that are unusual or outside the normal course of business. We also communicated relevant identified laws and regulations and potential fraud risk"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,AI,AI,11,AI,"ivity. In addition, our newly established can be unlocked through an internationallyfirms to grow with access to our innovative AI Research Office is at the forefront of As we look ahead to 2026, further regulatory"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,AI,AI,11,AI,"cutting-edge research, leading responsible review could unlock additional customer 50% of the completed IP-backed loans were innovation and building further AI capabilities Strong economies need strong banks. But our benefits and UK growth opportunities; for with customers new to NatWest Group, for the bank. Our investment in our FinTech role goe"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,AI,AI,11,AI,"and communities across the UK. For example, greater capital capacity for the banking By providing all colleagues with AI tools to start-ups participating in our free Accelerator sector to support growth."
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,automation,automation,24,automation,"Scotland. We also monitoring, backed by investment in a culture of security awareness. continued to be a vital voice for business in automation. This enabled an increasingly Our response 2025, convening our inaugural Mid-Market rapid response to threats. In 2025, we continued to adapt our Growth Council me"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,machine learning,machine learning,24,machine learning,"sophisticated adversaries. threat of bad actors using AI and remained higher than inflation. The Bank 2025, we launched Shared Ownership Regulatory expectations are also rising, with machine learning for deep fakes of England cut the base rate four times Mortgages, which allow customers to key frameworks setting new standards, and and advanced phishing. from 4.75% at the start of 202"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,25,generative AI,"perational transformation, driven by accelerated advancements needed to deliver the UK Government’s plans for value chain by 2050. This is aligned with the UK’s legal in generative AI, digital technology and data capabilities. economic growth. We remain involved in work to shape obligation to be net zero by 2050. We continue to focus These changes are reshaping business mode"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,Governance and accountability,responsible AI,responsible AI,25,responsible AI,"able customer protection. funding and financing framework which underpinned our • We’ve set ourselves standards for responsible AI with previous £100 billion target, which was exceeded in Q1 2025. our AI and Data Ethics Code of Conduct. In 2025,"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,34,generative AI,"s to focus their to provide £100 billion of climate and sustainable support where customers most value it. We also funding and financing between 1 July 2021 and Group partners with Prommt deployed new generative AI technology, for the end of 2025. Commercial & Institutional the benefit of our customers and colleagues. delivered £95 billion against this target. Looking For example, all complaint calls are now"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,Governance and accountability,responsible AI,responsible AI,45,responsible AI,"ion. Our collaboration with in spring 2025, to harness academiccontext of our strategy and decided to no Google supports responsible AI adoption, expertise and regional strengths aslonger separately measure, track, and boosting digital capabil"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,Governance and accountability,AI ethics,AI ethics,49,AI Ethics,"ed on appropriate guardrails to ensure thebest practice with an expectation that suppliers (now 21, as at 31 December 2025). As a result, the University’s Data and AI Ethics masters safe and secure deployment of AI.(1)conform to the most recent version of the we have seen around a 20-percentage-point course, with more cohorts planned for 2026."
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,generative AI,generative AI,49,Generative AI,"gnificant investment in bringing of Edinburgh, we are upskilling team and properly governed. NatWest Group’sscaling and target touch size and will use the Generative AI (GenAI) into the customer members in responsible AI. A second Enterprise-Wide Risk Managementfindings to inform our design system. We also experience"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,Governance and accountability,responsible AI,responsible AI,49,responsible AI,e upskilling team and properly governed. NatWest Group’sscaling and target touch size and will use the Generative AI (GenAI) into the customer members in responsible AI. A second Enterprise-Wide Risk Managementfindings to inform our design system. We also experience. This enabled us to introduce cohort of 32 colle
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,59,artificial intelligence,"for example, privacy training to our data customers and suppliers. and artificial intelligence colleagues. Regular risk assessments: Risk assessments During 2025, there were a small number are condu"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,automation,automation,61,automation,"almost 400 colleagues. We also introduced needed to support meaningful, trusted automation of future dated worker relationships with customers. The programme transactions, specifically al"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,80,Artificial intelligence,"merging risks scenarios that follow are shown in alphabetical order. Top risk scenarios in focus in 2025 Description Risk management actions Artificial intelligence Innovations in artificial intelligence (AI), including generative AI, may rapidly • NatWest Group closely monitors developments in disruptive technologies, including AI."
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,artificial intelligence,artificial intelligence,80,artificial intelligence,"betical order. Top risk scenarios in focus in 2025 Description Risk management actions Artificial intelligence Innovations in artificial intelligence (AI), including generative AI, may rapidly • NatWest Group closely monitors developments in disruptive technologies, including AI. transform and disrupt customer i"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,AI and related technologies,automation,automation,98,automation,"ado Institutional business, bringing together the teams supporting organisations through complex strategic ESG and general management. As a former Chair of Group plc, which provides technology and automation that support NatWest’s business customers, and regulatory change. As Group Chief Financial the NatWest Group Colleague Advisory Panel, Lena solutions for grocery retailers; Embedded Finance,"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,125,bias,"(in relation to Provision 23 of the Code) the gender balance of senior management and their direct reports. criteria without bias, prejudice, or discrimination, and that searches for Board candidates are conducted with due regard to the benefits of diversity and inclusion."
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,"Fairness, bias and ethics",fairness,fairness,125,fairness,"nd that the nomination process is based on the principles of • the recommendation of the Parker Review to have at least one member of the Board being from an ethnic fairness, respect, and inclusion; that all nominations and minority background with two such directors meeting this criterion. appointments are made based on individual competence,"
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,Human oversight,automated decision-making,automated decision-making,190,automated decision-making,expected under stress. Credit customers. The assessment process depends and challenge of frontline credit risk by automated decision-making. To maintain risk is further controlled through operational on the complexity of the transaction. management activi
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,285,bias,risks. market. Additionally derivative instruments whose valuation is dependent on discount rates associated with complex collateral We assessed whether there were any indicators of aggregate bias in financial instrument marking and methodology arrangements; and assumptions. • FairFair valuevalue adjustmentsadjustments -- the appropriateness of fair value
004,NatWest Group plc,2025,004_natwest_group_plc_annual_report_2025.txt,"Fairness, bias and ethics",bias,bias,338,bias,"cing information considering consistency between different sources, variation over time, perceived tradability or otherwise of available quotes; consensus service dispersion ranges; volume of trading activity and market bias (e.g. one-way inventory); day 1 profit or loss arising on new trades; number and nature of market participants; market conditions; modelling consistency in the market; size and nature of risk; length of holding of posit"
